"","Cell","sum(betweenness)"
"2206",2206,420309.939353553
"2207",2207,622389.75409447
"2208",2208,751449.396765848
"2209",2209,555702.901899335
"2210",2210,1153430.53446364
"2211",2211,867288.61990895
"2212",2212,966045.521096842
"2213",2213,1070151.02215711
"2214",2214,1156283.44522551
"2215",2215,1238896.1809244
"2216",2216,1328886.91689132
"2217",2217,1417028.22973686
"2218",2218,1502299
"2219",2219,1592405
"2220",2220,1674610
"2221",2221,2088606
"2222",2222,2170990
"2223",2223,8755435
"2224",2224,18096808
"2225",2225,3343865
"2226",2226,9901958
"2227",2227,4840770
"2228",2228,3627223
"2229",2229,4556798
"2230",2230,16477327
"2231",2231,50755894
"2232",2232,7941605
"2233",2233,6901048
"2234",2234,8842329
"2235",2235,3633110
"2236",2236,7605575
"2237",2237,5809805
"2238",2238,30167092
"2239",2239,3015121
"2240",2240,37847427
"2241",2241,7376763
"2242",2242,15523714
"2243",2243,1051701
"2244",2244,1063606
"2245",2245,987983
"2246",2246,945547
"2247",2247,922597
"2248",2248,900118
"2249",2249,908900
"2250",2250,826216.732037525
"2251",2251,701813.737318627
"2252",2252,735875.697310515
"2253",2253,662544
"2254",2254,664544
"2255",2255,667872
"2256",2256,671511
"2257",2257,640258.174646483
"2258",2258,965284.508247836
"2259",2259,187218.953109218
"2260",2260,2418695.11809801
"2261",2261,507303.458207289
"2262",2262,385572.364867778
"2263",2263,286697.21780362
"2264",2264,286863.994060908
"2265",2265,308347.419005942
"2266",2266,338060.606360907
"2267",2267,533020.08198759
"2268",2268,614901.892812008
"2269",2269,626604.296973039
"2270",2270,636236.920202859
"2271",2271,628469.136052964
"2272",2272,790371.720291637
"2273",2273,743572.755891468
"2274",2274,712313.880992637
"2275",2275,562366.974680094
"2276",2276,487071.26008833
"2277",2277,536224.2137131
"2278",2278,1020511.46850897
"2279",2279,472722.396427763
"2280",2280,459400.875476285
"2281",2281,438567.887106186
"2282",2282,539372.561770812
"2283",2283,19753234.3343019
"2284",2284,1961510.32314709
"2285",2285,394890.22999555
"2286",2286,1043966.71949067
"2287",2287,942710.032179033
"2288",2288,893985.13355734
"2289",2289,865859.905363384
"2290",2290,862501.606621315
"2291",2291,813985.506884936
"2292",2292,795373.508613217
"2293",2293,770231.798729263
"2294",2294,730330.906619235
"2295",2295,673678.227929066
"2296",2296,590720.835172035
"2297",2297,489260.127953008
"2298",2298,369653.295024883
"2299",2299,232115.156670234
"2300",2300,90836.5857185801
"2301",2301,896152.63744862
"2302",2302,1186194.02742361
"2303",2303,194842.916293168
"2304",2304,268308.271432652
"2305",2305,344989.968413336
"2306",2306,412181.58758834
"2307",2307,493510.20257694
"2308",2308,573048.440093581
"2309",2309,1025060.90181724
"2310",2310,753836.569027139
"2311",2311,850468.710053608
"2312",2312,942791.53391865
"2313",2313,1044114.37650362
"2314",2314,1132821.54383705
"2315",2315,1214831.90191822
"2316",2316,1307939.40687442
"2317",2317,1392585.42110854
"2318",2318,1481185.5
"2319",2319,1531576
"2320",2320,1635391
"2321",2321,1801120
"2322",2322,3237022.08333333
"2323",2323,18308140.0833333
"2324",2324,5664056
"2325",2325,3758181
"2326",2326,4007632
"2327",2327,9407800
"2328",2328,5370348
"2329",2329,4068303
"2330",2330,14858156
"2331",2331,57436275
"2332",2332,4702630
"2333",2333,8303492
"2334",2334,7386544
"2335",2335,3856580
"2336",2336,7373739
"2337",2337,5868388
"2338",2338,29774622.5
"2339",2339,3345054
"2340",2340,37884353
"2341",2341,7385234
"2342",2342,15732082
"2343",2343,1466167
"2344",2344,1098954
"2345",2345,711670
"2346",2346,695877.266666667
"2347",2347,988755.464583333
"2348",2348,945113.970833333
"2349",2349,910758.518785688
"2350",2350,865816.042046146
"2351",2351,769926.560795134
"2352",2352,788931.853328449
"2353",2353,724700.032485066
"2354",2354,717103
"2355",2355,715774
"2356",2356,682198.837805382
"2357",2357,649826.569696212
"2358",2358,595278.364134049
"2359",2359,552155.338766289
"2360",2360,1227325.12489037
"2361",2361,903275.739154326
"2362",2362,360807.716732478
"2363",2363,270581.214987324
"2364",2364,277442.731269526
"2365",2365,302884.716612535
"2366",2366,342284.658641034
"2367",2367,493323.462819915
"2368",2368,575829.458610047
"2369",2369,587777.715299999
"2370",2370,598073.207848255
"2371",2371,591116.829387002
"2372",2372,689776.427222437
"2373",2373,657120.137062523
"2374",2374,639806.821742651
"2375",2375,495443.99790395
"2376",2376,468644.690436675
"2377",2377,636509.305283385
"2378",2378,790065.697512921
"2379",2379,500008.707832559
"2380",2380,485842.387776317
"2381",2381,458574.999424132
"2382",2382,524361.337137437
"2383",2383,19784273.9173435
"2384",2384,1942807.05681745
"2385",2385,365176.086407634
"2386",2386,404720.05329046
"2387",2387,466517.913254468
"2388",2388,499428.988372217
"2389",2389,577134.552412533
"2390",2390,637282.24196628
"2391",2391,646922.222666744
"2392",2392,697347.797532703
"2393",2393,697820.815649135
"2394",2394,684515.0813361
"2395",2395,636182.777795949
"2396",2396,568940.444416402
"2397",2397,483896.803383982
"2398",2398,369860.39369076
"2399",2399,235210.293978165
"2400",2400,90943.1935220384
"2401",2401,868661.619499459
"2402",2402,1145318.57680592
"2403",2403,194241.055935479
"2404",2404,250764.459408144
"2405",2405,343882.032440608
"2406",2406,403772.779662805
"2407",2407,350720.657406455
"2408",2408,1275597.77955195
"2409",2409,1172578.56942278
"2410",2410,1279466.10338924
"2411",2411,1369647.90676167
"2412",2412,1462530.99525219
"2413",2413,1560061.43572934
"2414",2414,1649864.80504651
"2415",2415,1737111.73803124
"2416",2416,1814038.07307757
"2417",2417,1890202.90114791
"2418",2418,1928271
"2419",2419,2013307
"2420",2420,2123672
"2421",2421,3402252
"2422",2422,12018303
"2423",2423,8676740.83333333
"2424",2424,4887151
"2425",2425,3713537
"2426",2426,4503172
"2427",2427,3621280
"2428",2428,9902956
"2429",2429,5692137
"2430",2430,15255909.9166667
"2431",2431,58437502.9166667
"2432",2432,5885012.41666667
"2433",2433,7039711.41666667
"2434",2434,7686975.66666667
"2435",2435,3593890.66666667
"2436",2436,7366792.95833333
"2437",2437,5576031.5
"2438",2438,30044681.8333333
"2439",2439,3331975.41666667
"2440",2440,37981146.25
"2441",2441,7431478.66666667
"2442",2442,15359847.8333333
"2443",2443,1920834.98333333
"2444",2444,798139.559027778
"2445",2445,727161.456094239
"2446",2446,1010574.974242
"2447",2447,670663.985338175
"2448",2448,864840.812273826
"2449",2449,816606.909150209
"2450",2450,755060.776285321
"2451",2451,682702.588335975
"2452",2452,682107.281078445
"2453",2453,636084.353890292
"2454",2454,619096.469690027
"2455",2455,614518.806627943
"2456",2456,582448.277523883
"2457",2457,541356.283151843
"2458",2458,482786.473039593
"2459",2459,464053.940417412
"2460",2460,909124.023200896
"2461",2461,638277.173668712
"2462",2462,558518.76691638
"2463",2463,300367.638870141
"2464",2464,267472.180373688
"2465",2465,309589.893525275
"2466",2466,324494.648395247
"2467",2467,459608.765355514
"2468",2468,543015.561077662
"2469",2469,556954.843709952
"2470",2470,567798.780241098
"2471",2471,561556.5340801
"2472",2472,617596.357312154
"2473",2473,589473.970702596
"2474",2474,581108.123167566
"2475",2475,448520.702939606
"2476",2476,501712.192142771
"2477",2477,592115.00116637
"2478",2478,634076.055302642
"2479",2479,465329.060881457
"2480",2480,417543.88129111
"2481",2481,370279.057594439
"2482",2482,428505.792943084
"2483",2483,1061202.82906528
"2484",2484,20752571.5735672
"2485",2485,681856.685694027
"2486",2486,715768.264124753
"2487",2487,723692.282335492
"2488",2488,721120.408058925
"2489",2489,812569.779267562
"2490",2490,879755.254833513
"2491",2491,891744.927447874
"2492",2492,888925.518056955
"2493",2493,857754.527659862
"2494",2494,802353.030239836
"2495",2495,713542.396719701
"2496",2496,621284.601493236
"2497",2497,520787.522959086
"2498",2498,393066.323183114
"2499",2499,247273.684676122
"2500",2500,92502.3971638326
"2501",2501,854234.444573416
"2502",2502,1091239.85939733
"2503",2503,244690.769015995
"2504",2504,295890.698222899
"2505",2505,401846.955072544
"2506",2506,544220.316027027
"2507",2507,815753.498165577
"2508",2508,153458.699356819
"2509",2509,297138.332348796
"2510",2510,369405.362571486
"2511",2511,471516.633254283
"2512",2512,562083.860276545
"2513",2513,657239.417610887
"2514",2514,750374.916247413
"2515",2515,826773.858168637
"2516",2516,898449.205051928
"2517",2517,930242.273969236
"2518",2518,1006234
"2519",2519,1103484
"2520",2520,1934614
"2521",2521,9375030
"2522",2522,1465813
"2523",2523,8461153
"2524",2524,5511410
"2525",2525,2917857
"2526",2526,4358372.5
"2527",2527,3978026.85
"2528",2528,4141393.91666667
"2529",2529,12581088.3346082
"2530",2530,15456474.7771884
"2531",2531,58752820.6617177
"2532",2532,5572250.85082565
"2533",2533,7457733.08537329
"2534",2534,7441665.85132576
"2535",2535,3657961.77929293
"2536",2536,7042611.8967803
"2537",2537,5889595.15170455
"2538",2538,30079411
"2539",2539,3404070.66666667
"2540",2540,38053047.4166667
"2541",2541,7058981.08333333
"2542",2542,15748257.1666667
"2543",2543,1625891.23547426
"2544",2544,744562.776862085
"2545",2545,1021890.03633614
"2546",2546,634987.606989561
"2547",2547,1180279.50051398
"2548",2548,851656.68699832
"2549",2549,774007.380325621
"2550",2550,724493.373753338
"2551",2551,639824.335788407
"2552",2552,633424.033721982
"2553",2553,591382.35493081
"2554",2554,572646.269609478
"2555",2555,565416.93627406
"2556",2556,525855.354266633
"2557",2557,484329.0682391
"2558",2558,459415.596946944
"2559",2559,439467.657697307
"2560",2560,739270.778643512
"2561",2561,577576.810241243
"2562",2562,486689.063684611
"2563",2563,414792.308428846
"2564",2564,314471.259384449
"2565",2565,311466.396944532
"2566",2566,314137.534124891
"2567",2567,434202.770350219
"2568",2568,519628.290447384
"2569",2569,535223.892297991
"2570",2570,546964.381995899
"2571",2571,542918.679369109
"2572",2572,570153.218455264
"2573",2573,545148.517561034
"2574",2574,542084.485626747
"2575",2575,463724.113352734
"2576",2576,527754.67320982
"2577",2577,605547.067339085
"2578",2578,617098.420047207
"2579",2579,540867.549571331
"2580",2580,536896.564853402
"2581",2581,552684.875646664
"2582",2582,428008.617967948
"2583",2583,1091557.05136355
"2584",2584,20050484.9795749
"2585",2585,758511.946375651
"2586",2586,755792.68443779
"2587",2587,838601.875042331
"2588",2588,685999.482441864
"2589",2589,1035925.34005735
"2590",2590,1139101.27475778
"2591",2591,1038647.72785519
"2592",2592,1005136.15598654
"2593",2593,940959.660571443
"2594",2594,854442.400340872
"2595",2595,748739.133380682
"2596",2596,651694.299966928
"2597",2597,538014.569755318
"2598",2598,404188.996903869
"2599",2599,253243.315982778
"2600",2600,92562.1142319993
"2601",2601,907067.925896187
"2602",2602,964158.987861798
"2603",2603,327990.935903146
"2604",2604,288239.940087989
"2605",2605,338049.786681299
"2606",2606,385823.708985711
"2607",2607,237268.496182137
"2608",2608,317402.044931149
"2609",2609,290762.376515271
"2610",2610,530072.852698478
"2611",2611,610417.285364901
"2612",2612,701526.389541688
"2613",2613,798326.917705192
"2614",2614,878924.07414955
"2615",2615,951660.693993128
"2616",2616,987772.908999571
"2617",2617,1069580.1995974
"2618",2618,1173898
"2619",2619,1511999
"2620",2620,8977434.55
"2621",2621,1277791
"2622",2622,1653140
"2623",2623,8465065
"2624",2624,5298912
"2625",2625,3592507
"2626",2626,3573368.5
"2627",2627,3833119.4751689
"2628",2628,4731944.1499937
"2629",2629,6635871.11323445
"2630",2630,19697247.2382841
"2631",2631,61482056.387735
"2632",2632,6129469.86373929
"2633",2633,7163926.90965984
"2634",2634,7538863.74687614
"2635",2635,3436191.37251221
"2636",2636,7402472.73271994
"2637",2637,5944819.20976178
"2638",2638,30059935.75
"2639",2639,3651747.41666667
"2640",2640,37702328.25
"2641",2641,7373585.66666667
"2642",2642,15482350.75
"2643",2643,1956830.41516259
"2644",2644,964827.274748051
"2645",2645,492013.715682722
"2646",2646,1074687.69878723
"2647",2647,732164.518348172
"2648",2648,875684.602848412
"2649",2649,845637.793535353
"2650",2650,764981.970170677
"2651",2651,692077.84611312
"2652",2652,656268.470328051
"2653",2653,614712.403355074
"2654",2654,590613.086657907
"2655",2655,560863.160437227
"2656",2656,536970.86838743
"2657",2657,496075.082300798
"2658",2658,470494.549959898
"2659",2659,448668.488561638
"2660",2660,667173.421720365
"2661",2661,571334.202636574
"2662",2662,521514.009144566
"2663",2663,421663.385205889
"2664",2664,400710.196526717
"2665",2665,360533.62022702
"2666",2666,345620.680739155
"2667",2667,426170.955070843
"2668",2668,503174.740838145
"2669",2669,518709.469630943
"2670",2670,530607.551030347
"2671",2671,531584.766490303
"2672",2672,544383.143034485
"2673",2673,521092.860534755
"2674",2674,516040.915716915
"2675",2675,467865.849059006
"2676",2676,531139.917911089
"2677",2677,576560.488297903
"2678",2678,562564.01294886
"2679",2679,518131.004054477
"2680",2680,501541.89507053
"2681",2681,481203.353585257
"2682",2682,772287.356404479
"2683",2683,985947.437105065
"2684",2684,20042856.5317094
"2685",2685,577644.724498237
"2686",2686,582088.284012716
"2687",2687,658922.488077467
"2688",2688,845202.482512601
"2689",2689,1672196.68461238
"2690",2690,1380649.49678393
"2691",2691,1185454.31585725
"2692",2692,1109793.66751075
"2693",2693,1019609.49579733
"2694",2694,911623.341608638
"2695",2695,801262.325929125
"2696",2696,689278.323124299
"2697",2697,557859.184925548
"2698",2698,408600.81455257
"2699",2699,251854.020536214
"2700",2700,90690.9756925535
"2701",2701,783463.038438615
"2702",2702,958482.278283707
"2703",2703,406965.245497821
"2704",2704,429926.229830991
"2705",2705,369716.805901681
"2706",2706,354662.122574587
"2707",2707,419808.580966093
"2708",2708,437946.278184932
"2709",2709,1492356.93684702
"2710",2710,1411393.77334134
"2711",2711,1501690.64294624
"2712",2712,1595629.2445098
"2713",2713,1677858.10979235
"2714",2714,1755669.61004565
"2715",2715,1801163.06189132
"2716",2716,1893781.25207983
"2717",2717,1995850.03415491
"2718",2718,2100863.5
"2719",2719,8082254.68333333
"2720",2720,1434211.96845223
"2721",2721,1097738.80238095
"2722",2722,1523504.39166667
"2723",2723,7941288.45892857
"2724",2724,5058985
"2725",2725,3228245.91666667
"2726",2726,4211109.83174694
"2727",2727,3289720.4909829
"2728",2728,5357886.520744
"2729",2729,6057479.47724262
"2730",2730,15327154.6143036
"2731",2731,66969120.1040706
"2732",2732,6601794.4259594
"2733",2733,7240062.78576783
"2734",2734,7160266.5697875
"2735",2735,3871799.86593428
"2736",2736,7501183.86648761
"2737",2737,6163761.63853367
"2738",2738,30089584
"2739",2739,3262845.5
"2740",2740,38292403
"2741",2741,7013529
"2742",2742,15732465
"2743",2743,1803654.28269648
"2744",2744,1133833.22269542
"2745",2745,1252282.3668869
"2746",2746,1026548.67247036
"2747",2747,1073871.44022682
"2748",2748,1111292.07645805
"2749",2749,1025083.51922216
"2750",2750,949767.821749647
"2751",2751,852777.722268738
"2752",2752,796841.459373763
"2753",2753,732440.003748124
"2754",2754,702308.931959517
"2755",2755,662252.120508973
"2756",2756,617409.304047513
"2757",2757,586502.716511081
"2758",2758,528569.978285079
"2759",2759,520568.616084566
"2760",2760,658080.063549191
"2761",2761,609162.311887823
"2762",2762,563341.495942609
"2763",2763,472825.591125523
"2764",2764,435858.538303957
"2765",2765,436988.076507639
"2766",2766,410343.647233097
"2767",2767,465825.316228931
"2768",2768,512053.461755489
"2769",2769,519751.11219912
"2770",2770,529990.443639868
"2771",2771,537657.44423982
"2772",2772,541258.459635256
"2773",2773,519946.358836498
"2774",2774,513061.783035251
"2775",2775,487791.838355839
"2776",2776,544845.363060428
"2777",2777,563634.958874635
"2778",2778,547483.561125249
"2779",2779,530015.011229684
"2780",2780,517563.424348345
"2781",2781,502274.657813114
"2782",2782,450124.226462736
"2783",2783,1334032.26110157
"2784",2784,19393003.1856481
"2785",2785,1196191.53474159
"2786",2786,1170612.07226792
"2787",2787,1657618.91816217
"2788",2788,2001552.48853969
"2789",2789,943709.24880605
"2790",2790,1101277.32880979
"2791",2791,1035153.68586393
"2792",2792,1047301.75452258
"2793",2793,994752.167978439
"2794",2794,908655.870874927
"2795",2795,812799.834618286
"2796",2796,700778.693669884
"2797",2797,563802.393647605
"2798",2798,407781.201845883
"2799",2799,246323.661662223
"2800",2800,88126.8291126213
"2801",2801,714520.721183123
"2802",2802,738842.561457029
"2803",2803,683350.618683748
"2804",2804,744957.379447356
"2805",2805,1016021.70840241
"2806",2806,1128786.94310008
"2807",2807,1148765.80277214
"2808",2808,1191060.73245331
"2809",2809,281821.882610184
"2810",2810,4209144.8067529
"2811",2811,4325543.49773063
"2812",2812,4407112.00939665
"2813",2813,4487167.91006296
"2814",2814,4550258.20085846
"2815",2815,4649976.46196633
"2816",2816,4756247.98154216
"2817",2817,4863957.9712058
"2818",2818,6337540
"2819",2819,1100010
"2820",2820,1862912.37916682
"2821",2821,1215564.93333337
"2822",2822,1879667.40833333
"2823",2823,7606226.87440476
"2824",2824,4424092
"2825",2825,3008838.41666667
"2826",2826,4055891.91869984
"2827",2827,4062752.95552764
"2828",2828,4290593.86003767
"2829",2829,5892766.07659234
"2830",2830,16220649.8973973
"2831",2831,67488640.8830497
"2832",2832,6913815.10698218
"2833",2833,7472965.28411302
"2834",2834,7415929.46523691
"2835",2835,3837419.37392725
"2836",2836,7759440.55401215
"2837",2837,6307258
"2838",2838,29741441
"2839",2839,3713441
"2840",2840,37922844
"2841",2841,7403049
"2842",2842,15255628
"2843",2843,1943462
"2844",2844,1341234
"2845",2845,1901206
"2846",2846,1214251
"2847",2847,1610800.81704024
"2848",2848,1117054.92056519
"2849",2849,1230450.36004324
"2850",2850,1106559.95833436
"2851",2851,988230.034665586
"2852",2852,906039.023762701
"2853",2853,828314.189408763
"2854",2854,770889.090610697
"2855",2855,732981.505674346
"2856",2856,670346.47368634
"2857",2857,622885.776961043
"2858",2858,566132.281500989
"2859",2859,538684.459068831
"2860",2860,652029.660753355
"2861",2861,593752.810579535
"2862",2862,572082.866969418
"2863",2863,493044.685003173
"2864",2864,456706.368738151
"2865",2865,455189.703648079
"2866",2866,434876.013450409
"2867",2867,481954.260618014
"2868",2868,523252.288703342
"2869",2869,540258.023458002
"2870",2870,549614.81886567
"2871",2871,563875.117728658
"2872",2872,552531.848904675
"2873",2873,527640.072320357
"2874",2874,516697.775404482
"2875",2875,509008.87349982
"2876",2876,552903.156575436
"2877",2877,554907.315891069
"2878",2878,546439.588719842
"2879",2879,541717.574845461
"2880",2880,534119.386262826
"2881",2881,545647.458781276
"2882",2882,712763.556161859
"2883",2883,1612320.74874944
"2884",2884,4895993.69227751
"2885",2885,15218997.5868316
"2886",2886,2311210.73337886
"2887",2887,2529143.61242276
"2888",2888,1281054.31764825
"2889",2889,1100363.46414997
"2890",2890,1258009.51920891
"2891",2891,1175866.12635006
"2892",2892,1175875.30028872
"2893",2893,1096688.39999374
"2894",2894,996791.030592892
"2895",2895,879113.798067054
"2896",2896,743296.686946951
"2897",2897,584905.093879174
"2898",2898,415798.438905286
"2899",2899,246964.673261469
"2900",2900,85469.9624278563
"2901",2901,693724.115929556
"2902",2902,576916.092762444
"2903",2903,477267.903038411
"2904",2904,917435.985937031
"2905",2905,1290225.76795851
"2906",2906,1752622.15116831
"2907",2907,2496763.8268448
"2908",2908,4025828.36375154
"2909",2909,4061864.55779027
"2910",2910,297678.292016322
"2911",2911,341841.136782642
"2912",2912,1142988.33242374
"2913",2913,1232017.48136255
"2914",2914,1388750.60634513
"2915",2915,1554369.3046528
"2916",2916,1768063.33683587
"2917",2917,2108242.70726114
"2918",2918,1052097
"2919",2919,951066
"2920",2920,1625540
"2921",2921,1418182.14999997
"2922",2922,2062633.4
"2923",2923,8457404
"2924",2924,3666479.5
"2925",2925,2915458.48333333
"2926",2926,3975296.09262495
"2927",2927,3779728.14384557
"2928",2928,4649380.13847349
"2929",2929,5676549.11273429
"2930",2930,15938583.4695506
"2931",2931,69144781.4212109
"2932",2932,6419079.10041684
"2933",2933,7951391.16419329
"2934",2934,7637177.8283177
"2935",2935,3956267
"2936",2936,7705867
"2937",2937,6062524
"2938",2938,30120935
"2939",2939,3455556
"2940",2940,38251645
"2941",2941,6963319
"2942",2942,15424706
"2943",2943,2156315
"2944",2944,2168659
"2945",2945,2625900
"2946",2946,1801603
"2947",2947,580631
"2948",2948,1343012.75629517
"2949",2949,1231040.49344129
"2950",2950,1131078.8546772
"2951",2951,1035034.73513285
"2952",2952,959936.246274908
"2953",2953,882996.319464411
"2954",2954,822163.688699023
"2955",2955,760928.368992051
"2956",2956,697596.37092122
"2957",2957,645524.815308921
"2958",2958,583962.877572713
"2959",2959,577283.997793705
"2960",2960,661282.811394269
"2961",2961,618854.248853426
"2962",2962,606459.238050549
"2963",2963,540293.549622896
"2964",2964,499131.592895724
"2965",2965,494763.656081494
"2966",2966,460524.485410814
"2967",2967,503433.98192178
"2968",2968,542388.750341902
"2969",2969,560892.63306855
"2970",2970,570712.286565011
"2971",2971,595438.334707078
"2972",2972,569323.272377473
"2973",2973,540248.45931829
"2974",2974,524527.175821583
"2975",2975,529399.495940095
"2976",2976,558827.131862603
"2977",2977,556254.468693224
"2978",2978,555737.002419653
"2979",2979,558830.282007408
"2980",2980,574571.830296945
"2981",2981,612914.952278454
"2982",2982,639359.164159749
"2983",2983,1101201.61432702
"2984",2984,5557904.15593505
"2985",2985,14092074.8550256
"2986",2986,801150.930203818
"2987",2987,2790898.35366818
"2988",2988,1067057.11857252
"2989",2989,1053679.32923784
"2990",2990,1302824.21678388
"2991",2991,1227610.1385338
"2992",2992,1231032.56136011
"2993",2993,1150111.65804905
"2994",2994,1048611.53447456
"2995",2995,921281.755631674
"2996",2996,769786.278976149
"2997",2997,599518.968749789
"2998",2998,421612.306307478
"2999",2999,247586.742071162
"3000",3000,83005.0367059099
"3001",3001,677525.064672998
"3002",3002,399452.690483125
"3003",3003,421157.655437673
"3004",3004,859139.058550047
"3005",3005,1115854.33401904
"3006",3006,1057566.01178116
"3007",3007,1345444.49105732
"3008",3008,615634.089659204
"3009",3009,251549.471218018
"3010",3010,705422.333814134
"3011",3011,1018244.97479281
"3012",3012,390930.748441824
"3013",3013,627564.427455627
"3014",3014,692214.099607809
"3015",3015,776874.156305603
"3016",3016,880320.068513975
"3017",3017,918665.266066642
"3018",3018,923696.679967946
"3019",3019,1437422.08333333
"3020",3020,981322.5
"3021",3021,1097550
"3022",3022,1665537.91666667
"3023",3023,7735163.91666667
"3024",3024,4750785.91666667
"3025",3025,2348805.07310109
"3026",3026,3629328.67000707
"3027",3027,3683505.02523701
"3028",3028,4408338.20473943
"3029",3029,6173683.9167447
"3030",3030,15650159.9296884
"3031",3031,68051206.037155
"3032",3032,8554269.74473479
"3033",3033,7656450.5
"3034",3034,8167218.5
"3035",3035,4204330
"3036",3036,7329440
"3037",3037,6424466
"3038",3038,29760421
"3039",3039,3882357
"3040",3040,38083393
"3041",3041,6747627
"3042",3042,15726950
"3043",3043,3171967
"3044",3044,3104167
"3045",3045,3053162
"3046",3046,1346288
"3047",3047,2105804
"3048",3048,1388574.7355452
"3049",3049,1162108.13601454
"3050",3050,1061378.35995624
"3051",3051,961125.382506661
"3052",3052,885865.113026228
"3053",3053,812581.810753423
"3054",3054,856756.842302129
"3055",3055,780208.993380545
"3056",3056,713215.791793516
"3057",3057,646539.868539847
"3058",3058,589227.785048239
"3059",3059,598017.924669346
"3060",3060,661819.963934553
"3061",3061,633391.93917404
"3062",3062,632459.416764857
"3063",3063,575204.40432223
"3064",3064,541239.011818699
"3065",3065,543158.993799508
"3066",3066,496336.632379369
"3067",3067,540019.858554922
"3068",3068,581749.563936099
"3069",3069,598533.131521529
"3070",3070,604409.040646011
"3071",3071,637925.848889138
"3072",3072,595969.515561465
"3073",3073,562443.804166011
"3074",3074,542442.280506845
"3075",3075,553379.735632202
"3076",3076,571004.582339141
"3077",3077,590353.922016773
"3078",3078,619426.555214712
"3079",3079,646515.863418414
"3080",3080,688179.701911637
"3081",3081,732550.507780294
"3082",3082,751295.537372935
"3083",3083,1020124.11532699
"3084",3084,6155748.79226949
"3085",3085,12986558.5906808
"3086",3086,2038304.40667353
"3087",3087,3738978.2875207
"3088",3088,1198551.10786464
"3089",3089,1162360.99334391
"3090",3090,1489915.81735965
"3091",3091,1376218.90416975
"3092",3092,1360228.34965339
"3093",3093,1263937.31646675
"3094",3094,1144872.33555253
"3095",3095,989888.229334613
"3096",3096,810986.586856485
"3097",3097,618029.462027912
"3098",3098,425359.251940394
"3099",3099,244290.967901459
"3100",3100,78600.0129003419
"3101",3101,691140.214060534
"3102",3102,421497.063077644
"3103",3103,667920.798150035
"3104",3104,611620.785007708
"3105",3105,1126977.56033946
"3106",3106,1489545.76552939
"3107",3107,751485.978560915
"3108",3108,633666.85541275
"3109",3109,634567.134630078
"3110",3110,408747.634688812
"3111",3111,393740.166389274
"3112",3112,496267.028679393
"3113",3113,214230.223737098
"3114",3114,301544.091227398
"3115",3115,399614.906102942
"3116",3116,478107.293519973
"3117",3117,464939.550099305
"3118",3118,697740.950395066
"3119",3119,855234.404813504
"3120",3120,843984.60970273
"3121",3121,589518.032848171
"3122",3122,1093555.32301629
"3123",3123,7797072.90811273
"3124",3124,4125109.63105523
"3125",3125,3293495.7952706
"3126",3126,3085727.53132928
"3127",3127,3432524.17450811
"3128",3128,4667589.76952871
"3129",3129,5636060.83417213
"3130",3130,16102225.4140472
"3131",3131,69003442.2086486
"3132",3132,8172660
"3133",3133,8805362
"3134",3134,7486929
"3135",3135,3915962.5
"3136",3136,7818085
"3137",3137,6203089
"3138",3138,30057296
"3139",3139,3741016
"3140",3140,38311831
"3141",3141,7619916.5
"3142",3142,16665066
"3143",3143,4624959
"3144",3144,2351568
"3145",3145,2536828
"3146",3146,2146459
"3147",3147,1587061
"3148",3148,1337832.03889925
"3149",3149,1138714.06495926
"3150",3150,1052242.92539491
"3151",3151,976847.766542169
"3152",3152,912724.409243769
"3153",3153,1005135.90457566
"3154",3154,823636.247937026
"3155",3155,830490.903441998
"3156",3156,740723.362449467
"3157",3157,664006.60755369
"3158",3158,616887.040497524
"3159",3159,632584.306138187
"3160",3160,672198.414458542
"3161",3161,650250.871402341
"3162",3162,654929.884368984
"3163",3163,606402.437703985
"3164",3164,578539.281862786
"3165",3165,593794.343396684
"3166",3166,540050.135656631
"3167",3167,590160.659301819
"3168",3168,629666.130530396
"3169",3169,643810.118505892
"3170",3170,644529.753433008
"3171",3171,696578.637607142
"3172",3172,642026.233807504
"3173",3173,607519.250880186
"3174",3174,597680.820512572
"3175",3175,621167.66667435
"3176",3176,655323.112709405
"3177",3177,696038.758577463
"3178",3178,724526.18200368
"3179",3179,751558.96504417
"3180",3180,788248.557124801
"3181",3181,827271.243142982
"3182",3182,830185.658866358
"3183",3183,812558.884124701
"3184",3184,4982660.97158454
"3185",3185,14163785.0182653
"3186",3186,984903.418765622
"3187",3187,3743781.97488772
"3188",3188,1038065.01291551
"3189",3189,1034528.17986492
"3190",3190,1493574.53102967
"3191",3191,1366396.40149431
"3192",3192,1355564.87435574
"3193",3193,1257532.43177633
"3194",3194,1136338.14659794
"3195",3195,964460.444974315
"3196",3196,783556.094824903
"3197",3197,577246.621890391
"3198",3198,396951.42648353
"3199",3199,228529.220071483
"3200",3200,73256.4554335584
"3201",3201,668894.196579957
"3202",3202,662687.120991639
"3203",3203,532254.917873851
"3204",3204,821641.855047369
"3205",3205,534324.381635641
"3206",3206,1067928.02174924
"3207",3207,1392217.09919297
"3208",3208,796385.571919439
"3209",3209,776351.595186476
"3210",3210,566995.575783959
"3211",3211,630663.619668854
"3212",3212,308584
"3213",3213,489944.119202558
"3214",3214,314583.746696468
"3215",3215,367249.017628409
"3216",3216,370449.977509533
"3217",3217,487820.136181175
"3218",3218,549898.322055701
